"Time (s)","Acceleration x (m/s^2)","Acceleration y (m/s^2)","Acceleration z (m/s^2)","Absolute acceleration (m/s^2)"
3.265648125E0,-1.249601440E0,5.836063843E0,8.145162048E0,1.009776261E1
3.275600125E0,-1.044976959E0,5.867648163E0,8.184979248E0,1.012497689E1
3.285552125E0,-9.053173828E-1,5.962550812E0,8.205037537E0,1.018303750E1
3.295504125E0,-7.791297913E-1,6.078709259E0,8.264463959E0,1.028878584E1
3.305457125E0,-6.339317322E-1,6.122568054E0,8.389004974E0,1.040495620E1
3.315409125E0,-4.966671753E-1,6.081403656E0,8.565487976E0,1.051654568E1
3.325361125E0,-4.252656555E-1,6.036347351E0,8.836873627E0,1.071021362E1
3.335314125E0,-3.147953796E-1,5.961952057E0,9.170679474E0,1.094282096E1
3.345266125E0,-2.571652222E-1,5.852379913E0,9.502090302E0,1.116271493E1
3.355218125E0,-2.436932373E-1,5.860612793E0,9.783804474E0,1.140740981E1
3.365170125E0,-9.026229858E-2,5.967789917E0,9.803413696E0,1.147735091E1
3.375123125E0,1.606159973E-1,5.917045441E0,9.575737152E0,1.125752931E1
3.385075125E0,2.643502808E-1,5.730233917E0,9.397308197E0,1.100976218E1
3.395027125E0,2.040257263E-1,5.705385590E0,9.555080109E0,1.113070560E1
3.404980125E0,2.821632385E-1,5.709427185E0,9.872420197E0,1.140797333E1
3.414932125E0,4.999603271E-1,5.489085388E0,1.009874954E1,1.150498853E1
3.424884125E0,6.822811890E-1,5.138514404E0,1.027972321E1,1.151271241E1
3.434836125E0,7.807763672E-1,4.832251282E0,1.049871780E1,1.158375327E1
3.444789125E0,7.887098694E-1,4.600233765E0,1.071232361E1,1.168495148E1
3.454741125E0,8.370593262E-1,4.504432983E0,1.070468948E1,1.164392381E1
3.464693125E0,9.851014709E-1,4.456682281E0,1.032732422E1,1.129097283E1
3.474646125E0,1.090482330E0,4.409081268E0,9.759405212E0,1.076453155E1
3.484598125E0,1.154698792E0,4.322261810E0,9.296417999E0,1.031691156E1
3.494550125E0,1.200802917E0,4.267026672E0,9.050030365E0,1.007732573E1
3.504503125E0,1.280437317E0,4.245920563E0,8.918304291E0,9.960096012E0
3.514455125E0,1.331481171E0,4.238286438E0,8.823551331E0,9.878814307E0
3.524407125E0,1.328038330E0,4.202061768E0,8.674161987E0,9.729444747E0
3.534359125E0,1.270408173E0,4.163741455E0,8.515791321E0,9.563962654E0
3.544312125E0,1.163680115E0,4.126319275E0,8.368796997E0,9.403054044E0
3.554264125E0,1.087039490E0,4.097878418E0,8.319100342E0,9.337113734E0
3.564216125E0,1.072819061E0,4.086202698E0,8.301886139E0,9.315004385E0
3.574169125E0,1.045276337E0,4.080514526E0,8.199049988E0,9.217788353E0
3.584121125E0,9.488768005E-1,4.069886627E0,8.067922668E0,9.086017859E0
3.594073125E0,8.372090149E-1,4.034260712E0,7.976612549E0,8.977890965E0
3.604025125E0,7.608677673E-1,3.964056702E0,7.931256866E0,8.899297769E0
3.613978125E0,6.378236389E-1,3.818708954E0,7.976911926E0,8.866819100E0
3.623930125E0,4.385879517E-1,3.700754242E0,8.135132904E0,8.948090786E0
3.633882125E0,2.336640930E-1,3.676205292E0,8.377478943E0,9.151570231E0
3.643835125E0,9.864486694E-2,3.671265564E0,8.521629181E0,9.279336482E0
3.653787125E0,-4.490661621E-4,3.700903931E0,8.599916382E0,9.362438351E0
3.663739125E0,-8.128097534E-2,3.787424011E0,8.665330353E0,9.457226727E0
3.673691125E0,-1.589694214E-1,3.895948334E0,8.737180939E0,9.567759166E0
3.683644125E0,-1.989363098E-1,3.991150360E0,8.714877319E0,9.587384604E0
3.693596125E0,-1.990859985E-1,4.076173553E0,8.603209534E0,9.522081724E0
3.703548125E0,-2.022294617E-1,4.195475464E0,8.432115326E0,9.420375788E0
3.713501125E0,-1.734892273E-1,4.318968658E0,8.268206177E0,9.329888647E0
3.723453125E0,-1.419049072E-1,4.406536560E0,8.070317688E0,9.196071392E0
3.733405125E0,-1.008901978E-1,4.446952515E0,7.851622467E0,9.024053461E0
3.743357125E0,-9.430389404E-3,4.475692749E0,7.641160126E0,8.855463996E0
3.753310125E0,5.433700562E-2,4.540507965E0,7.476352844E0,8.747286262E0
3.763262125E0,1.185534668E-1,4.594994659E0,7.306156769E0,8.631799208E0
3.773214125E0,1.791773987E-1,4.629423065E0,7.147337036E0,8.517516608E0
3.783167125E0,1.826202393E-1,4.653822327E0,7.063062286E0,8.460393682E0
3.793119125E0,1.483415222E-1,4.658013611E0,7.035070496E0,8.438679570E0
3.803071125E0,1.013392639E-1,4.650379486E0,7.082521820E0,8.473394499E0
3.813023125E0,3.547622681E-2,4.666994934E0,7.131170654E0,8.522657753E0
3.822976125E0,-5.837860107E-2,4.694837036E0,7.217690735E0,8.610456573E0
3.832928125E0,-1.351689148E-1,4.695884857E0,7.312144318E0,8.691205886E0
3.842880125E0,-1.930984497E-1,4.693190460E0,7.356601868E0,8.728282463E0
3.852833125E0,-2.243833923E-1,4.709207153E0,7.385940857E0,8.762368530E0
3.862785125E0,-2.746788025E-1,4.795427856E0,7.463180237E0,8.875282306E0
3.872737125E0,-3.189866638E-1,4.935237122E0,7.607180786E0,9.073451243E0
3.882689125E0,-3.309617615E-1,5.054089966E0,7.801776123E0,9.301670374E0
3.892642125E0,-3.338058472E-1,5.137616272E0,8.006101227E0,9.518623018E0
3.902594125E0,-4.046086121E-1,5.213508453E0,8.256380768E0,9.773034427E0
3.912546125E0,-5.463638306E-1,5.319787445E0,8.472082214E0,1.001872392E1
3.922499125E0,-6.906637573E-1,5.380261688E0,8.601562958E0,1.016912570E1
3.932451125E0,-7.900570679E-1,5.463638306E0,8.627309418E0,1.024236308E1
3.942403125E0,-8.205935669E-1,5.579647064E0,8.547225952E0,1.024016146E1
3.952355125E0,-7.930508423E-1,5.718258820E0,8.409961395E0,1.020072861E1
3.962308125E0,-7.391629028E-1,5.901028748E0,8.337212677E0,1.024097736E1
3.972260125E0,-6.653663635E-1,6.042185211E0,8.335266724E0,1.031636495E1
3.982212125E0,-5.954617310E-1,6.099665680E0,8.431815948E0,1.042381966E1
3.992165125E0,-5.013075256E-1,6.093827820E0,8.693172455E0,1.062813690E1
4.002117125E0,-3.920347595E-1,5.997278595E0,9.062753906E0,1.087449080E1
4.012069125E0,-3.427871704E-1,5.851781158E0,9.418264618E0,1.109344645E1
4.022021125E0,-4.346960449E-1,5.688770142E0,9.671687622E0,1.122909648E1
4.031974125E0,-6.198609924E-1,5.544470215E0,9.809700623E0,1.128519401E1
4.041926125E0,-8.367599487E-1,5.499862976E0,9.781708832E0,1.125302127E1
4.051878125E0,-1.182690582E0,5.559289398E0,9.640103302E0,1.119089126E1
4.061831125E0,-1.501078491E0,5.788313141E0,9.366023254E0,1.111216438E1
4.071783125E0,-1.462458801E0,5.970184937E0,8.885672150E0,1.080449274E1
4.081735125E0,-1.190175018E0,5.937403107E0,8.470285950E0,1.041225318E1
4.091688125E0,-9.511221313E-1,5.964347076E0,8.600964203E0,1.050974094E1
4.101640125E0,-6.852749634E-1,6.187682648E0,9.269324341E0,1.116590310E1
4.111592125E0,-4.367916870E-1,6.282285919E0,9.973011017E0,1.179486550E1
4.121544125E0,-4.285588074E-1,6.060596924E0,1.047027695E1,1.210542015E1
4.131497125E0,-7.322772217E-1,5.633984070E0,1.071217392E1,1.212553819E1
4.141449125E0,-1.169817352E0,5.127886505E0,1.073118439E1,1.195081633E1
4.151401125E0,-1.554667053E0,4.692741394E0,1.060379929E1,1.169954575E1
4.161353125E0,-1.817071381E0,4.425097961E0,1.032103729E1,1.137572201E1
4.171306125E0,-1.894909515E0,4.348906403E0,1.001118164E1,1.107824114E1
4.181258125E0,-1.771416321E0,4.356091461E0,9.844578094E0,1.091004888E1
4.191210125E0,-1.433868256E0,4.387526093E0,9.900262299E0,1.092344071E1
4.201163125E0,-9.756710815E-1,4.450844421E0,1.016670822E1,1.114109089E1
4.211115125E0,-6.535409546E-1,4.532125397E0,1.041564056E1,1.137773461E1
4.221067125E0,-5.830375671E-1,4.598138123E0,1.049138306E1,1.146960877E1
4.231020125E0,-7.102729797E-1,4.592000885E0,1.032852173E1,1.132560466E1
4.240972125E0,-9.666897583E-1,4.453089752E0,9.965526581E0,1.095792943E1
4.250924125E0,-1.222208405E0,4.271367645E0,9.556427307E0,1.053867534E1
4.260876125E0,-1.385518799E0,4.168980560E0,9.209448853E0,1.020362727E1
4.270829125E0,-1.418899384E0,4.124672699E0,8.962612152E0,9.967678613E0
4.280781208E0,-1.341959381E0,4.132606201E0,8.776399384E0,9.793083025E0
4.290733208E0,-1.239272919E0,4.135300598E0,8.687184906E0,9.700705644E0
4.300686208E0,-1.132245483E0,4.126169586E0,8.757239227E0,9.746614498E0
4.310638208E0,-1.014889526E0,4.045487366E0,8.893905029E0,9.823314891E0
4.320590208E0,-9.761201477E-1,3.882326660E0,8.948541412E0,9.803145630E0
4.330542208E0,-1.050066376E0,3.750750275E0,8.822054443E0,9.643620255E0
4.340495208E0,-1.168919220E0,3.673211517E0,8.573271790E0,9.399991711E0
4.350447208E0,-1.268611908E0,3.641178131E0,8.237819366E0,9.095560580E0
4.360399208E0,-1.313368835E0,3.646417236E0,7.938142548E0,8.833764965E0
4.370352208E0,-1.227597198E0,3.736529846E0,7.667205963E0,8.617116539E0
4.380304208E0,-1.112785950E0,3.874692535E0,7.476652222E0,8.494225289E0
4.390256208E0,-1.053509216E0,4.021686859E0,7.364086304E0,8.456572234E0
4.400208208E0,-1.002165985E0,4.118535461E0,7.322622528E0,8.460937992E0
4.410161208E0,-9.854008484E-1,4.163891144E0,7.290738831E0,8.453630994E0
4.420113208E0,-9.617500305E-1,4.145928497E0,7.296277313E0,8.446854376E0
4.430065208E0,-9.068142700E-1,4.121978302E0,7.326813812E0,8.455484485E0
4.440018208E0,-8.376580811E-1,4.123325500E0,7.376360779E0,8.492006982E0
4.449970208E0,-7.792794800E-1,4.140689392E0,7.373217316E0,8.492168082E0
4.459922208E0,-7.232958984E-1,4.152814178E0,7.373367004E0,8.493265776E0
4.469874208E0,-6.590794373E-1,4.193828888E0,7.427704010E0,8.555312578E0
4.479827208E0,-5.068460083E-1,4.245321808E0,7.494614868E0,8.628377724E0
4.489779208E0,-3.565585327E-1,4.291725311E0,7.482939148E0,8.633679310E0
4.499731208E0,-2.498304749E-1,4.345313873E0,7.406148834E0,8.590413755E0
4.509684208E0,-1.959425354E-1,4.446054382E0,7.317383423E0,8.564455219E0
4.519636208E0,-1.612147522E-1,4.534071350E0,7.239245911E0,8.543446293E0
4.529588208E0,-1.115180969E-1,4.594844971E0,7.170089722E0,8.516761310E0
4.539540208E0,-1.049317932E-1,4.646786957E0,7.075187073E0,8.465335895E0
4.549493208E0,-1.341210938E-1,4.687202911E0,6.947951660E0,8.382236687E0
4.559445208E0,-2.053729248E-1,4.716541901E0,6.829547882E0,8.302449627E0
4.569397208E0,-3.426374817E-1,4.782404938E0,6.786437531E0,8.309303929E0
4.579350208E0,-4.183799744E-1,4.865033112E0,6.818021851E0,8.386239380E0
4.589302208E0,-4.448748779E-1,4.958289185E0,6.939718781E0,8.540623048E0
4.599254208E0,-4.204756165E-1,5.123395844E0,7.181016998E0,8.831363985E0
4.609206208E0,-4.107458496E-1,5.309159546E0,7.390730896E0,9.109269478E0
4.619159208E0,-4.426295471E-1,5.417983246E0,7.429350586E0,9.205743506E0
4.629111208E0,-4.255650330E-1,5.548661499E0,7.458839264E0,9.306075069E0
4.639063208E0,-3.941304016E-1,5.751340027E0,7.564818878E0,9.511032307E0
4.649016208E0,-3.899391174E-1,5.920488281E0,7.687863007E0,9.711203407E0
4.658968208E0,-3.565585327E-1,6.004912720E0,7.861052856E0,9.898599031E0
4.668920208E0,-3.385958862E-1,6.056255951E0,8.056097260E0,1.008432379E1
4.678872208E0,-3.583547974E-1,6.027216339E0,8.261769562E0,1.023291705E1
4.688825208E0,-3.791615295E-1,5.920637970E0,8.543633423E0,1.040150900E1
4.698777208E0,-3.676354980E-1,5.799240417E0,8.824748840E0,1.056610323E1
4.708729208E0,-4.390370178E-1,5.712420959E0,9.084907837E0,1.074057993E1
4.718682208E0,-4.992118835E-1,5.691614227E0,9.324110413E0,1.093538842E1
4.728634208E0,-5.652246094E-1,5.691015472E0,9.578880615E0,1.115625788E1
4.738586208E0,-6.557862854E-1,5.672154694E0,9.900411987E0,1.142897861E1
4.748538208E0,-6.704557800E-1,5.710624695E0,1.032133667E1,1.181485235E1
4.758491208E0,-4.703219604E-1,5.656736755E0,1.057401123E1,1.200123273E1
4.768443208E0,-2.074685669E-1,5.441334686E0,1.067370392E1,1.198245057E1
4.778395208E0,-2.454895020E-2,5.268294525E0,1.081560883E1,1.203049975E1
4.788348208E0,1.402583313E-1,5.213658142E0,1.098834961E1,1.216329440E1
4.798300208E0,3.047662354E-1,5.109175415E0,1.102756805E1,1.215745915E1
4.808252208E0,3.951782227E-1,4.959935760E0,1.092263626E1,1.200254604E1
4.818204208E0,4.596940613E-1,4.890929260E0,1.076142151E1,1.182965344E1
4.828157208E0,5.167254639E-1,4.963827667E0,1.056937088E1,1.168837846E1
4.838109208E0,5.839356995E-1,5.091212769E0,1.025188110E1,1.146134785E1
4.848061208E0,6.926097107E-1,5.189558258E0,9.896071014E0,1.119568866E1
4.858014208E0,8.390052795E-1,5.213658142E0,9.655820618E0,1.100550012E1
4.867966208E0,9.624984741E-1,5.175337830E0,9.696386261E0,1.103315148E1
4.877918208E0,1.009650421E0,5.095254364E0,9.929900665E0,1.120642397E1
4.887870208E0,9.987231445E-1,4.963677979E0,1.011940659E1,1.131538495E1
4.897823208E0,9.345066833E-1,4.748275909E0,1.008707382E1,1.118787223E1
4.907775208E0,8.791218567E-1,4.494403839E0,9.800419922E0,1.081761303E1
4.917727208E0,8.581654358E-1,4.229005737E0,9.392817535E0,1.033663188E1
4.927680208E0,9.156459045E-1,3.983665924E0,8.986562347E0,9.872502441E0
4.937632208E0,1.068029022E0,3.829187164E0,8.694369965E0,9.560095680E0
4.947584208E0,1.241368561E0,3.757037201E0,8.624016266E0,9.488412986E0
4.957536208E0,1.357826385E0,3.692371674E0,8.762777710E0,9.605392978E0
4.967489208E0,1.436113586E0,3.559747467E0,8.907077637E0,9.698982230E0
4.977441208E0,1.401385803E0,3.361260223E0,8.960666199E0,9.672408758E0
4.987393208E0,1.204694824E0,3.162623291E0,8.843310242E0,9.468770339E0
4.997346208E0,9.053173828E-1,2.959944763E0,8.566535797E0,9.108589799E0
5.007298208E0,6.107299805E-1,2.804567871E0,8.238867188E0,8.724535781E0
5.017250208E0,3.519181824E-1,2.743794250E0,7.910599823E0,8.380324746E0
5.027202208E0,1.362167358E-1,2.814147949E0,7.602989502E0,8.108232424E0
5.037155208E0,4.311035156E-2,2.963237915E0,7.315287781E0,7.892786121E0
5.047107208E0,1.062789917E-1,3.162772980E0,7.031328278E0,7.710642353E0
5.057059208E0,2.760260010E-1,3.408561859E0,6.778653717E0,7.592406108E0
5.067012208E0,4.740641785E-1,3.689377899E0,6.581813049E0,7.560192401E0
5.076964208E0,6.243516541E-1,3.968098297E0,6.426436157E0,7.578568517E0
5.086916208E0,7.506889343E-1,4.164190521E0,6.328988800E0,7.613154130E0
5.096868208E0,8.846603394E-1,4.289479980E0,6.295608215E0,7.669220640E0
5.106821208E0,9.641450500E-1,4.391268311E0,6.392905884E0,7.815501180E0
5.116773208E0,9.888436890E-1,4.490661621E0,6.562353516E0,8.013010502E0
5.126725208E0,9.587562561E-1,4.567601624E0,6.699019318E0,8.164499860E0
5.136678208E0,8.960366821E-1,4.628674622E0,6.741680603E0,8.226649855E0
5.146630208E0,8.261320496E-1,4.713997192E0,6.689439240E0,8.225135928E0
5.156582208E0,8.217910767E-1,4.838687897E0,6.616540833E0,8.238134117E0
5.166534208E0,7.975415039E-1,4.959187317E0,6.639443207E0,8.325371907E0
5.176487208E0,7.244934082E-1,5.055886230E0,6.797963562E0,8.502892735E0
5.186439208E0,6.150709534E-1,5.106031952E0,7.073839874E0,8.745803859E0
5.196391208E0,4.143383789E-1,5.097200317E0,7.409441986E0,9.002941626E0
5.206344208E0,1.709445190E-1,5.039869537E0,7.788753204E0,9.278695138E0
5.216296208E0,-1.155596924E-1,4.976102142E0,8.176896057E0,9.572699499E0
5.226248208E0,-3.673361206E-1,4.940775604E0,8.507408752E0,9.844907469E0
5.236200208E0,-5.944139099E-1,4.942122803E0,8.743168488E0,1.006085985E1
5.246153208E0,-8.333171082E-1,5.000351715E0,8.984167328E0,1.031567726E1
5.256105208E0,-1.015039215E0,5.133424988E0,9.213490448E0,1.059578987E1
5.266057208E0,-1.119372253E0,5.267097015E0,9.303004303E0,1.074900899E1
5.276011125E0,-1.218765564E0,5.404960327E0,9.204209747E0,1.074320542E1
5.285963125E0,-1.259331207E0,5.580096130E0,9.047635345E0,1.070434927E1
5.295915125E0,-1.216071167E0,5.775888977E0,8.932824097E0,1.070677677E1
5.305867125E0,-1.090182953E0,5.881269836E0,8.918154602E0,1.073831063E1
5.315820125E0,-8.324189758E-1,5.932164001E0,9.121581573E0,1.091268718E1
5.325772125E0,-5.653742981E-1,5.921536102E0,9.471404114E0,1.118444160E1
5.335724125E0,-3.667373657E-1,5.822292480E0,9.902357941E0,1.149305350E1
5.345677125E0,-1.791773987E-1,5.720653839E0,1.039528290E1,1.186675572E1
5.355629125E0,-5.912704468E-2,5.684578857E0,1.100092346E1,1.238298227E1
5.365581125E0,4.146377563E-2,5.636828156E0,1.152094208E1,1.282605385E1
5.375533125E0,5.807922363E-2,5.545967102E0,1.174637329E1,1.298993494E1
5.385486125E0,3.293151855E-3,5.455555115E0,1.139879608E1,1.263707421E1
5.395438125E0,-1.007405090E-1,5.431006165E0,1.058359131E1,1.189614986E1
5.405390125E0,-2.049238586E-1,5.478158112E0,9.697284393E0,1.113954823E1
5.415343125E0,-2.715353394E-1,5.614973602E0,9.062454529E0,1.066441476E1
5.425295125E0,-1.996847534E-1,5.803731079E0,8.783285065E0,1.052944751E1
5.435247125E0,-3.832031250E-2,5.941594391E0,8.829089813E0,1.064221966E1
5.445199125E0,2.739303589E-2,5.932463379E0,9.208101654E0,1.095372120E1
5.455152125E0,-2.245330811E-2,5.691165161E0,9.921967163E0,1.143832581E1
5.465104125E0,-1.369651794E-1,5.259911957E0,1.067699707E1,1.190309622E1
5.475056125E0,-3.673361206E-1,4.868326263E0,1.131092880E1,1.231960417E1
5.485009125E0,-6.938072205E-1,4.574636993E0,1.158770325E1,1.247732097E1
5.494961125E0,-9.756710815E-1,4.356690216E0,1.147468826E1,1.231264206E1
5.504913125E0,-1.109642487E0,4.184847565E0,1.107052872E1,1.188700390E1
5.514865125E0,-1.140478363E0,4.114793243E0,1.055006104E1,1.138138841E1
5.524818125E0,-1.121467896E0,4.151916046E0,1.000923569E1,1.089407619E1
5.534770125E0,-1.093775482E0,4.254303131E0,9.452842712E0,1.042361143E1
5.544722125E0,-1.127754822E0,4.376149750E0,8.951086121E0,1.002718606E1
5.554675125E0,-1.166374512E0,4.501588898E0,8.574618988E0,9.754425811E0
5.564627125E0,-1.194815369E0,4.567601624E0,8.327333221E0,9.572619649E0
5.574579125E0,-1.230890350E0,4.574487305E0,8.218359833E0,9.485908681E0
5.584531125E0,-1.223555603E0,4.479135590E0,8.209528198E0,9.431654000E0
5.594484125E0,-1.215622101E0,4.332141266E0,8.293204193E0,9.435169359E0
5.604436125E0,-1.196312256E0,4.193679199E0,8.474028168E0,9.530333763E0
5.614388125E0,-1.098864899E0,4.123774567E0,8.823850708E0,9.801701998E0
5.624341125E0,-9.098080444E-1,4.125121765E0,9.302704926E0,1.021688305E1
5.634293125E0,-6.809339905E-1,4.134103088E0,9.676327972E0,1.054446786E1
5.644245125E0,-4.222718811E-1,4.097429352E0,9.791139221E0,1.062231839E1
5.654197125E0,-2.466870117E-1,4.047732697E0,9.592801666E0,1.041474139E1
5.664150125E0,-1.990859985E-1,4.031416626E0,9.142388306E0,9.993759011E0
5.674102125E0,-2.330653381E-1,4.053720245E0,8.538094940E0,9.454418675E0
5.684054125E0,-2.667453003E-1,4.112996979E0,8.018076324E0,9.015400443E0
5.694007125E0,-2.429447937E-1,4.175417175E0,7.673642578E0,8.739446274E0
5.703959125E0,-2.351609802E-1,4.209845581E0,7.475005646E0,8.582179788E0
5.713911125E0,-2.071691895E-1,4.209546204E0,7.370223541E0,8.490193953E0
5.723863125E0,-1.966909790E-1,4.182751923E0,7.281458130E0,8.399626985E0
5.733816125E0,-2.974314880E-1,4.142036591E0,7.254364471E0,8.358871724E0
5.743768125E0,-4.065545654E-1,4.090992737E0,7.230563965E0,8.317605631E0
5.753720125E0,-4.923262024E-1,4.019291840E0,7.179969177E0,8.243121336E0
5.763673125E0,-5.185217285E-1,4.003724213E0,7.106322327E0,8.173034281E0
5.773625125E0,-4.810995483E-1,4.057761841E0,6.966213684E0,8.076200903E0
5.783577125E0,-4.540058899E-1,4.149071960E0,6.860683136E0,8.030559917E0
5.793529125E0,-3.971241760E-1,4.256398773E0,6.687343597E0,7.936951714E0
5.803482125E0,-3.622467041E-1,4.353097687E0,6.549929352E0,7.872881090E0
5.813434125E0,-3.415896606E-1,4.444707184E0,6.514004059E0,7.893310733E0
5.823386125E0,-2.869532776E-1,4.524790649E0,6.554270325E0,7.969600498E0
5.833338125E0,-2.155517578E-1,4.581971741E0,6.588998108E0,8.028438432E0
5.843291125E0,-1.550775146E-1,4.655319214E0,6.598578186E0,8.076959830E0
5.853243125E0,-1.784289551E-1,4.754413147E0,6.628216553E0,8.159015623E0
5.863195125E0,-2.127076721E-1,4.829407196E0,6.649023285E0,8.220579606E0
5.873148125E0,-2.785707092E-1,4.881049805E0,6.634653168E0,8.241411984E0
5.883100125E0,-4.252656555E-1,4.969515839E0,6.663842468E0,8.323685181E0
5.893052125E0,-5.933660889E-1,5.087919617E0,6.780899048E0,8.498211649E0
5.903005125E0,-6.503974915E-1,5.203928375E0,6.904092865E0,8.670085681E0
5.912957125E0,-6.201603699E-1,5.305117950E0,7.017257538E0,8.818774218E0
5.922909125E0,-5.505551147E-1,5.418282623E0,7.172484741E0,9.005855589E0
5.932861125E0,-4.575984192E-1,5.553301849E0,7.436835022E0,9.292743023E0
5.942814125E0,-3.667373657E-1,5.677244110E0,7.813900909E0,9.665539013E0
5.952766125E0,-2.427951050E-1,5.766009521E0,8.202343140E0,1.002916987E1
5.962718125E0,-1.496887207E-1,5.824986877E0,8.538544006E0,1.033729232E1
5.972671125E0,-8.652008057E-2,5.804030457E0,8.756490784E0,1.050573111E1
5.982623125E0,-7.544311523E-2,5.745352478E0,8.769064636E0,1.048385718E1
5.992575125E0,-1.381626892E-1,5.705385590E0,8.626560974E0,1.034350366E1
6.002527125E0,-3.046165466E-1,5.673651581E0,8.453969879E0,1.018590792E1
6.012480125E0,-5.288502502E-1,5.660628662E0,8.279432831E0,1.004347586E1
6.022432125E0,-7.988887024E-1,5.621110840E0,8.110434265E0,9.900214856E0
6.032384125E0,-1.036145325E0,5.567821655E0,8.018675079E0,9.816994711E0
6.042337125E0,-1.202449493E0,5.662724304E0,8.052055664E0,9.917052574E0
6.052289125E0,-1.314865723E0,5.871989136E0,8.247549133E0,1.020936800E1
6.062241125E0,-1.215023346E0,5.994883575E0,8.419691162E0,1.040702215E1
6.072193125E0,-1.022972717E0,5.911207581E0,8.580756226E0,1.046987228E1
6.082146125E0,-8.699908447E-1,5.744903412E0,8.820258179E0,1.056209040E1
6.092098125E0,-6.625222778E-1,5.616171112E0,9.138496399E0,1.074674044E1
6.102050125E0,-3.700305176E-1,5.488636322E0,9.475894775E0,1.095694451E1
6.112002125E0,-9.190887451E-2,5.375022583E0,9.796378326E0,1.117445047E1
6.121955125E0,9.714797974E-2,5.258115692E0,1.010428802E1,1.139095496E1
6.131907125E0,2.234852600E-1,5.157075806E0,1.040561142E1,1.161559837E1
6.141859125E0,2.974314880E-1,5.080285492E0,1.058793228E1,1.174742849E1
6.151812125E0,3.649411011E-1,5.032534790E0,1.054347473E1,1.168864611E1
6.161764125E0,4.525090027E-1,5.048850861E0,1.041893372E1,1.158662329E1
6.171716125E0,5.248086548E-1,5.163961487E0,1.040890457E1,1.163130331E1
6.181668125E0,6.294410706E-1,5.304968262E0,1.046952850E1,1.175371905E1
6.191621125E0,8.005352783E-1,5.362598419E0,1.051982391E1,1.183490658E1
6.201573125E0,9.235794067E-1,5.359904022E0,1.049228119E1,1.181818660E1
6.211525125E0,9.292675781E-1,5.297334137E0,1.035381912E1,1.166734150E1
6.221478125E0,9.136999512E-1,5.158722382E0,1.018556900E1,1.145395478E1
6.231430125E0,9.376501465E-1,4.955445099E0,1.004186783E1,1.123720310E1
6.241382125E0,9.240284729E-1,4.758155365E0,9.946366425E0,1.106454139E1
6.251334125E0,8.406518555E-1,4.605622559E0,9.901010742E0,1.095209881E1
6.261287125E0,7.219487000E-1,4.484075317E0,9.805958405E0,1.080670910E1
6.271239125E0,5.578898621E-1,4.382137299E0,9.557325439E0,1.052885739E1
6.281190458E0,4.058061218E-1,4.286785583E0,9.164093170E0,1.012530557E1
6.291143458E0,3.103047180E-1,4.241429901E0,8.672515411E0,9.659116946E0
6.301095458E0,2.742297363E-1,4.248315582E0,8.120463409E0,9.168713826E0
6.311047458E0,2.381547546E-1,4.288432159E0,7.695347443E0,8.812816822E0
6.320999458E0,1.398092651E-1,4.359085236E0,7.511978760E0,8.686253255E0
6.330952458E0,2.020797729E-2,4.429738312E0,7.503745880E0,8.713735830E0
6.340904458E0,-6.331832886E-2,4.422852631E0,7.533384247E0,8.735989515E0
6.350856458E0,-1.787283325E-1,4.416715393E0,7.495063934E0,8.701454020E0
6.360809458E0,-2.859054565E-1,4.443060608E0,7.379504242E0,8.618562081E0
6.370761458E0,-3.246748352E-1,4.466412048E0,7.214247894E0,8.491149687E0
6.380713458E0,-2.836601257E-1,4.507426758E0,7.059469757E0,8.380541289E0
6.390665458E0,-2.234852600E-1,4.560566254E0,6.908134460E0,8.280762763E0
6.400618458E0,-1.475930786E-1,4.619693298E0,6.782395935E0,8.207572388E0
6.410570458E0,-9.759704590E-2,4.692741394E0,6.665938110E0,8.152673050E0
6.420522458E0,-6.421646118E-2,4.784799957E0,6.602619781E0,8.154325378E0
6.430475458E0,9.430389404E-3,4.902155914E0,6.585854645E0,8.210036720E0
6.440427458E0,7.559280396E-2,4.957540741E0,6.505322113E0,8.179372853E0
6.450379458E0,1.029858398E-1,4.977898407E0,6.417454834E0,8.122426065E0
6.460331458E0,8.187973022E-2,5.016218719E0,6.357429657E0,8.098522481E0
6.470284458E0,-1.077758789E-2,5.046755219E0,6.361171875E0,8.119997661E0
6.480236458E0,-1.529818726E-1,5.072950745E0,6.456523590E0,8.212486200E0
6.490188458E0,-2.739303589E-1,5.092709656E0,6.600973206E0,8.341677094E0
6.500141458E0,-3.855981445E-1,5.104834442E0,6.713838501E0,8.442964410E0
6.510093458E0,-4.992118835E-1,5.142855377E0,6.840774536E0,8.572885756E0
6.520045458E0,-6.324348450E-1,5.188061371E0,7.015012207E0,8.747934092E0
6.529997458E0,-7.659571838E-1,5.219196625E0,7.237599335E0,8.955978335E0
6.539950458E0,-9.009764099E-1,5.298232269E0,7.486980743E0,9.216176231E0
6.549902458E0,-1.030906219E0,5.420527954E0,7.699688416E0,9.472596932E0
6.559854458E0,-1.180145874E0,5.552403717E0,7.843838654E0,9.682341460E0
6.569807458E0,-1.282083893E0,5.682782593E0,7.916437683E0,9.828923781E0
6.579759458E0,-1.295555878E0,5.804778900E0,7.916287994E0,9.901592737E0
6.589711458E0,-1.217118988E0,5.920039215E0,7.882009277E0,9.932487764E0
6.599663458E0,-1.063688049E0,6.033952332E0,7.941136322E0,1.003003784E1
