"Time (s)","Acceleration x (m/s^2)","Acceleration y (m/s^2)","Acceleration z (m/s^2)","Absolute acceleration (m/s^2)"
6.609616458E0,-8.720864868E-1,6.152356110E0,8.210276642E0,1.029663358E1
6.619568458E0,-6.400689697E-1,6.218518524E0,8.585396576E0,1.062020222E1
6.629520458E0,-4.561015320E-1,6.227350159E0,8.996591492E0,1.095109935E1
6.639473458E0,-3.183879089E-1,6.231691132E0,9.401349792E0,1.128364849E1
6.649425458E0,-1.947450256E-1,6.202202454E0,9.673783264E0,1.149292493E1
6.659377458E0,-1.243913269E-1,6.171815643E0,9.829609222E0,1.160723908E1
6.669329458E0,-1.425036621E-1,6.211034088E0,9.823172607E0,1.162290720E1
6.679282458E0,-2.080673218E-1,6.393654327E0,9.681866455E0,1.160433737E1
6.689234458E0,-3.067121887E-1,6.564299469E0,9.211993561E0,1.131569376E1
6.699186458E0,-3.502716064E-1,6.548282776E0,8.525820465E0,1.075603608E1
6.709139458E0,-3.525169373E-1,6.528823242E0,7.884404297E0,1.024273558E1
6.719091458E0,-3.456312561E-1,6.674320679E0,7.628286896E0,1.014183309E1
6.729043458E0,-2.989283752E-1,6.901697845E0,7.777077484E0,1.040219811E1
6.738995458E0,-1.880090332E-1,6.954388275E0,8.204738159E0,1.075716468E1
6.748948458E0,-9.595046997E-2,6.765930176E0,8.817264404E0,1.111445767E1
6.758900458E0,-1.591191101E-1,6.402635651E0,9.515861664E0,1.147042656E1
6.768852458E0,-3.963757324E-1,5.999074860E0,1.010653336E1,1.175959308E1
6.778804458E0,-7.957452393E-1,5.667214966E0,1.053554123E1,1.198950228E1
6.788757458E0,-1.204844513E0,5.402565308E0,1.072325089E1,1.206762080E1
6.798709458E0,-1.491947479E0,5.191504211E0,1.062490540E1,1.191915425E1
6.808661458E0,-1.636097717E0,5.059329071E0,1.028900391E1,1.158176272E1
6.818614458E0,-1.663790131E0,5.094805298E0,9.862391052E0,1.122461562E1
6.828566458E0,-1.604663086E0,5.202431488E0,9.457183685E0,1.091231232E1
6.838518458E0,-1.504970398E0,5.306465149E0,9.127718811E0,1.066483750E1
6.848470458E0,-1.379381561E0,5.358856201E0,8.856931915E0,1.044343221E1
6.858423458E0,-1.273102570E0,5.309758301E0,8.680149536E0,1.025472181E1
6.868375458E0,-1.206640778E0,5.151986389E0,8.551716614E0,1.005638120E1
6.878327458E0,-1.231938171E0,4.927902374E0,8.600964203E0,9.988917794E0
6.888280458E0,-1.233285370E0,4.703818359E0,8.767418060E0,1.002569296E1
6.898232458E0,-1.211131439E0,4.501738586E0,8.847202148E0,1.000027377E1
6.908184458E0,-1.172661438E0,4.325554962E0,8.663683777E0,9.754228681E0
6.918136458E0,-1.106199646E0,4.163442078E0,8.205486603E0,9.267574547E0
6.928089458E0,-8.756790161E-1,4.000880127E0,7.590415649E0,8.624863202E0
6.938041458E0,-6.155200195E-1,3.892804871E0,7.030729523E0,8.060021853E0
6.947993458E0,-4.834945679E-1,3.998036041E0,6.860533447E0,7.955185627E0
6.957946458E0,-3.088078308E-1,4.151017914E0,6.985373840E0,8.131528742E0
6.967898458E0,-1.794767761E-1,4.200265503E0,7.384893036E0,8.497710713E0
6.977850458E0,-1.916015625E-1,4.245920563E0,7.894732819E0,8.966122844E0
6.987802458E0,-2.718347168E-1,4.248764648E0,8.209977264E0,9.248222631E0
6.997755458E0,-3.412902832E-1,4.227508850E0,8.240663452E0,9.268055042E0
7.007707458E0,-4.623884583E-1,4.233346710E0,8.062833252E0,9.118350043E0
7.017659458E0,-6.414161682E-1,4.259242859E0,7.806266785E0,8.915736960E0
7.027612458E0,-7.581733704E-1,4.272864532E0,7.590864716E0,8.743764939E0
7.037564458E0,-7.885601807E-1,4.268224182E0,7.377109222E0,8.559281822E0
7.047516458E0,-8.416996765E-1,4.261039124E0,7.199279022E0,8.408003996E0
7.057468458E0,-8.099656677E-1,4.269721069E0,7.099137268E0,8.323719862E0
7.067421458E0,-6.607260132E-1,4.258793793E0,7.034621429E0,8.249835276E0
7.077373458E0,-5.237608337E-1,4.245920563E0,7.019502869E0,8.220437176E0
7.087325458E0,-4.448748779E-1,4.262086945E0,7.113058319E0,8.304149410E0
7.097278458E0,-4.556524658E-1,4.320465546E0,7.245083771E0,8.447797378E0
7.107230458E0,-4.535568237E-1,4.358935547E0,7.349416809E0,8.556866268E0
7.117182458E0,-4.399351501E-1,4.372407532E0,7.365433502E0,8.576776856E0
7.127134458E0,-4.757107544E-1,4.353995819E0,7.308102722E0,8.520090710E0
7.137087458E0,-4.942721558E-1,4.334685974E0,7.295379181E0,8.500374395E0
7.147039458E0,-4.918771362E-1,4.373904419E0,7.443271637E0,8.647269838E0
7.156991458E0,-5.072950745E-1,4.409979401E0,7.602241058E0,8.803370702E0
7.166944458E0,-5.698649597E-1,4.401746521E0,7.736511841E0,8.919289993E0
7.176896458E0,-6.448590088E-1,4.449646912E0,7.739206238E0,8.950447697E0
7.186848458E0,-7.503895569E-1,4.594994659E0,7.590265961E0,8.904448201E0
7.196800458E0,-8.092172241E-1,4.779411163E0,7.449259186E0,8.887579311E0
7.206753458E0,-8.216413879E-1,4.971162415E0,7.347321167E0,8.909022317E0
7.216705458E0,-7.518864441E-1,5.161566467E0,7.399861908E0,9.053455577E0
7.226657458E0,-6.361770630E-1,5.332211609E0,7.543563080E0,9.259727093E0
7.236610458E0,-5.179229736E-1,5.497318268E0,7.764653320E0,9.527780094E0
7.246562458E0,-4.046086121E-1,5.647306366E0,7.980504456E0,9.784897991E0
7.256514458E0,-2.658471680E-1,5.807922363E0,8.215665436E0,1.006477995E1
7.266466458E0,-1.207987976E-1,5.968987427E0,8.431067505E0,1.033084229E1
7.276419458E0,-6.616241455E-2,6.092181244E0,8.584199066E0,1.052651525E1
7.286371333E0,-6.840774536E-2,6.161487122E0,8.610843658E0,1.058844803E1
7.296323333E0,-1.345701599E-1,6.203250275E0,8.443791046E0,1.047836010E1
7.306275333E0,-2.011816406E-1,6.263425140E0,8.285570068E0,1.038853406E1
7.316228333E0,-2.793191528E-1,6.363716583E0,8.260572052E0,1.043129707E1
7.326180333E0,-3.138972473E-1,6.437213745E0,8.463999023E0,1.063839893E1
7.336132333E0,-3.339555359E-1,6.470444641E0,8.938063202E0,1.103934572E1
7.346085333E0,-3.821553040E-1,6.522686005E0,9.508676605E0,1.153717497E1
7.356037333E0,-2.842588806E-1,6.563700714E0,9.964628448E0,1.193552639E1
7.365989333E0,-3.098556519E-2,6.464457092E0,1.008333160E1,1.197763507E1
7.375941333E0,2.451901245E-1,6.183191986E0,1.005144791E1,1.180354126E1
7.385894333E0,3.742218018E-1,5.948480072E0,1.003902374E1,1.167503554E1
7.395846333E0,4.141886902E-1,5.864205322E0,1.014979340E1,1.172939736E1
7.405798333E0,4.779560852E-1,5.763315125E0,1.032328262E1,1.183276837E1
7.415751333E0,4.878355408E-1,5.593568115E0,1.040680893E1,1.182487462E1
7.425703333E0,4.198768616E-1,5.391787720E0,1.043045975E1,1.174913452E1
7.435655333E0,3.495231628E-1,5.246290283E0,1.038615189E1,1.164121468E1
7.445607333E0,3.252735901E-1,5.155878296E0,1.026235931E1,1.148933865E1
7.455560333E0,3.502716064E-1,5.113217010E0,1.003872437E1,1.127136484E1
7.465512333E0,3.820056152E-1,5.112917633E0,9.826615448E0,1.108378212E1
7.475464333E0,3.541635132E-1,5.115013275E0,9.730814667E0,1.099897935E1
7.485417333E0,3.641926575E-1,5.105582886E0,9.713001709E0,1.097916277E1
7.495369333E0,4.053570557E-1,5.032983856E0,9.624984741E0,1.086901891E1
7.505321333E0,4.055067444E-1,4.911885681E0,9.511820068E0,1.071287906E1
7.515273333E0,3.890409851E-1,4.730462952E0,9.402696991E0,1.053277472E1
7.525226333E0,3.847000122E-1,4.501738586E0,9.287436676E0,1.032812299E1
7.535178333E0,3.796105957E-1,4.289030914E0,9.198072510E0,1.015600454E1
7.545130333E0,3.591032410E-1,4.169429626E0,9.118737488E0,1.003316859E1
7.555083333E0,3.909869385E-1,4.118834839E0,9.069938965E0,9.969025230E0
7.565035333E0,4.809498596E-1,4.106111298E0,9.030720520E0,9.932037851E0
7.574987333E0,6.194119263E-1,4.131259003E0,8.969348145E0,9.894451891E0
7.584939333E0,7.213499451E-1,4.204007721E0,8.869655457E0,9.841992409E0
7.594892333E0,7.885601807E-1,4.286785583E0,8.761879578E0,9.786158160E0
7.604844333E0,8.283773804E-1,4.316423950E0,8.657247162E0,9.709050068E0
7.614796333E0,8.539741516E-1,4.318968658E0,8.600365448E0,9.661731106E0
7.624748333E0,8.647517395E-1,4.362378387E0,8.576115875E0,9.660636846E0
7.634701333E0,7.961943054E-1,4.422104187E0,8.487799530E0,9.603732174E0
7.644653333E0,7.014413452E-1,4.428091736E0,8.282875671E0,9.418388703E0
7.654605333E0,5.990542603E-1,4.392465820E0,7.993078308E0,9.140127069E0
7.664558333E0,5.519023132E-1,4.383185120E0,7.715405731E0,8.890691399E0
7.674510333E0,5.861810303E-1,4.430337067E0,7.495213623E0,8.726380806E0
7.684462333E0,6.017486572E-1,4.480183411E0,7.207212524E0,8.507529442E0
7.694414333E0,6.098318481E-1,4.500990143E0,6.903943176E0,8.264093328E0
7.704367333E0,6.041436768E-1,4.571493530E0,6.635102234E0,8.080106703E0
7.714319333E0,5.736071777E-1,4.629572754E0,6.382727051E0,7.905768380E0
7.724271333E0,4.998106384E-1,4.638254700E0,6.124663696E0,7.699007905E0
7.734224333E0,3.775149536E-1,4.632865906E0,5.921386414E0,7.527866969E0
7.744176333E0,2.221380615E-1,4.650080109E0,5.806874542E0,7.442605880E0
7.754128333E0,1.112187195E-1,4.680616608E0,5.842051392E0,7.486661866E0
7.764080333E0,-1.526824951E-2,4.651876373E0,5.973178711E0,7.570934607E0
7.774033333E0,-1.351689148E-1,4.595892792E0,6.148613892E0,7.677626845E0
7.783985333E0,-2.809657288E-1,4.535418549E0,6.205046539E0,7.691005507E0
7.793937333E0,-4.655319214E-1,4.532873840E0,6.143374786E0,7.648837754E0
7.803890333E0,-6.033952332E-1,4.590354309E0,6.067033539E0,7.631797590E0
7.813842333E0,-6.219566345E-1,4.683161316E0,6.053411865E0,7.678712469E0
7.823794333E0,-5.849835205E-1,4.821174316E0,6.139183502E0,7.827866988E0
7.833746333E0,-5.051994324E-1,4.987179108E0,6.369554443E0,8.105455306E0
7.843699333E0,-4.269122314E-1,5.171894989E0,6.688990173E0,8.466010948E0
7.853651333E0,-3.507206726E-1,5.325625305E0,7.068900146E0,8.857462343E0
7.863603333E0,-3.731739807E-1,5.449118500E0,7.360643463E0,9.165763658E0
7.873555333E0,-4.887336731E-1,5.570965118E0,7.615114288E0,9.447988070E0
7.883508333E0,-5.679190063E-1,5.683231659E0,7.908653870E0,9.755432339E0
7.893460333E0,-6.261479187E-1,5.734574890E0,8.116421814E0,9.957595766E0
7.903412333E0,-6.532415771E-1,5.748645630E0,8.125852203E0,9.975125321E0
7.913365333E0,-6.436614990E-1,5.838608551E0,8.152347107E0,1.004810496E1
7.923317333E0,-6.313870239E-1,6.010301514E0,8.323291626E0,1.028589118E1
7.933269333E0,-5.454656982E-1,6.129603424E0,8.618926849E0,1.059034801E1
7.943222333E0,-3.870950317E-1,6.119723969E0,8.909921722E0,1.081607919E1
7.953174333E0,-2.763253784E-1,6.117328949E0,9.203161926E0,1.105424166E1
7.963126333E0,-1.866618347E-1,6.167774048E0,9.487420807E0,1.131757186E1
7.973078333E0,-1.306782532E-1,6.209686890E0,9.777367859E0,1.158335920E1
7.983031333E0,-1.666035461E-1,6.264922028E0,1.007120682E1,1.186196491E1
7.992983333E0,-3.177891541E-1,6.446494446E0,1.033795212E1,1.218735142E1
8.002935333E0,-5.147795105E-1,6.614445190E0,1.018482056E1,1.215509987E1
8.012887333E0,-6.379733276E-1,6.464008026E0,9.689051514E0,1.166482443E1
8.022840333E0,-7.596702576E-1,6.136189728E0,9.393865356E0,1.124609397E1
8.032792333E0,-7.875123596E-1,6.033203888E0,9.514065399E0,1.129323538E1
8.042744333E0,-7.301815796E-1,6.137686615E0,9.859097900E0,1.163641584E1
8.052697333E0,-7.238946533E-1,6.110443268E0,1.028855484E1,1.198815670E1
8.062649333E0,-8.879534912E-1,5.834417267E0,1.076920532E1,1.228025527E1
8.072601333E0,-1.182540894E0,5.397026825E0,1.126721970E1,1.254896574E1
8.082553333E0,-1.551972656E0,4.940027161E0,1.170236481E1,1.279678981E1
8.092506333E0,-1.954934692E0,4.553381195E0,1.201641174E1,1.299804605E1
8.102458333E0,-2.331850891E0,4.269122314E0,1.211685287E1,1.305683949E1
8.112410333E0,-2.572400665E0,4.118385773E0,1.197659454E1,1.292351204E1
8.122363333E0,-2.590513000E0,4.048780518E0,1.160731247E1,1.256316378E1
8.132315333E0,-2.410437469E0,4.095034332E0,1.110375961E1,1.207778922E1
8.142267333E0,-2.120640106E0,4.267475739E0,1.061966629E1,1.163983573E1
8.152219333E0,-1.860481110E0,4.543801117E0,1.028795609E1,1.139954205E1
8.162172333E0,-1.596280518E0,4.855303345E0,1.009874954E1,1.131842853E1
8.172124333E0,-1.280587006E0,5.068759460E0,1.000624191E1,1.128969011E1
8.182076333E0,-1.001866608E0,5.150040436E0,9.875713348E0,1.118286043E1
8.192028333E0,-8.336164856E-1,5.134921875E0,9.695188751E0,1.100268258E1
8.201981333E0,-7.695497131E-1,5.047054596E0,9.516011353E0,1.079904806E1
8.211933333E0,-7.054829407E-1,4.904101868E0,9.355245667E0,1.058624309E1
8.221885333E0,-6.589297485E-1,4.748425598E0,9.230554962E0,1.040119604E1
8.231838333E0,-6.253994751E-1,4.649032288E0,9.082363129E0,1.022222802E1
8.241790333E0,-5.731581116E-1,4.594994659E0,8.859027557E0,9.996242064E0
8.251742333E0,-5.034031677E-1,4.552782440E0,8.607700195E0,9.750576668E0
8.261694333E0,-4.778063965E-1,4.490362244E0,8.379125519E0,9.518476585E0
8.271647333E0,-4.492158508E-1,4.400998077E0,8.215216370E0,9.330614072E0
8.281599458E0,-4.221221924E-1,4.288432159E0,8.088579712E0,9.164821836E0
8.291551458E0,-4.243675232E-1,4.168980560E0,7.972121887E0,9.006398508E0
8.301504458E0,-4.966671753E-1,4.038751373E0,7.857160950E0,8.848342733E0
8.311456458E0,-5.727090454E-1,3.919599152E0,7.722890167E0,8.679532574E0
8.321408458E0,-6.346801758E-1,3.830684052E0,7.597600708E0,8.532320654E0
8.331360458E0,-6.959028625E-1,3.793261871E0,7.458539886E0,8.396602507E0
8.341313458E0,-7.438032532E-1,3.744613037E0,7.267237701E0,8.209026367E0
8.351265458E0,-7.622149658E-1,3.677402802E0,7.093748474E0,8.026551590E0
8.361217458E0,-7.625143433E-1,3.607647858E0,6.967111816E0,7.882715157E0
8.371170458E0,-7.491920471E-1,3.566184082E0,6.918163605E0,7.819203623E0
8.381122458E0,-6.715036011E-1,3.551215210E0,6.888674927E0,7.779195897E0
8.391074458E0,-5.809419250E-1,3.580254822E0,6.845414886E0,7.746962184E0
8.401026458E0,-5.227130127E-1,3.640279999E0,6.752009125E0,7.688595098E0
8.410979458E0,-4.367916870E-1,3.729644165E0,6.651118927E0,7.637958861E0
8.420931458E0,-3.192860413E-1,3.815415802E0,6.512656860E0,7.554736309E0
8.430883458E0,-2.020797729E-1,3.920646973E0,6.315816193E0,7.436520900E0
8.440836458E0,-1.169068909E-1,3.998185730E0,6.178252258E0,7.360024274E0
8.450788458E0,-8.068222046E-2,4.065545654E0,6.180497589E0,7.398224215E0
8.460740458E0,-7.873626709E-2,4.086651764E0,6.261628876E0,7.477627847E0
8.470692458E0,-5.164260864E-2,4.070036316E0,6.384373627E0,7.571531495E0
8.480645458E0,-5.298980713E-2,4.073778534E0,6.525081024E0,7.692539362E0
8.490597458E0,-8.023315430E-2,4.115391998E0,6.668333130E0,7.836424911E0
8.500549458E0,-1.225950623E-1,4.209546204E0,6.820865936E0,8.016203647E0
8.510501458E0,-1.832189941E-1,4.337829437E0,6.935228119E0,8.182158791E0
8.520454458E0,-2.633024597E-1,4.493954773E0,7.020700378E0,8.339975509E0
8.530406458E0,-3.667373657E-1,4.680766296E0,7.094796295E0,8.507655605E0
8.540358458E0,-4.599934387E-1,4.894821167E0,7.193890228E0,8.713376202E0
8.550311458E0,-5.225633240E-1,5.094655609E0,7.399113464E0,8.998637022E0
8.560263458E0,-5.668711853E-1,5.261558533E0,7.728129272E0,9.366393286E0
8.570215458E0,-6.174659729E-1,5.438340912E0,8.105494537E0,9.780381271E0
8.580167458E0,-6.256988525E-1,5.581143951E0,8.412057037E0,1.011451286E1
8.590120458E0,-5.563929749E-1,5.682333527E0,8.656349030E0,1.036970906E1
8.600072458E0,-4.333488464E-1,5.786217499E0,8.848100281E0,1.058097267E1
8.610024458E0,-3.333567810E-1,5.871989136E0,9.048234100E0,1.079175257E1
8.619977458E0,-2.823129272E-1,5.945635986E0,9.253307648E0,1.100245383E1
8.629929458E0,-2.869532776E-1,6.014941864E0,9.409432983E0,1.117136057E1
8.639881458E0,-3.698808289E-1,6.040538635E0,9.484277344E0,1.125061934E1
8.649833458E0,-5.372328186E-1,6.048172760E0,9.465117188E0,1.124533042E1
8.659786458E0,-7.496411133E-1,6.135590973E0,9.447304230E0,1.128977394E1
8.669738458E0,-7.559280396E-1,6.286028137E0,9.386680298E0,1.132233827E1
8.679690458E0,-5.924679565E-1,6.264023895E0,9.258247375E0,1.119393399E1
8.689642458E0,-3.656895447E-1,6.151158600E0,9.304800568E0,1.116018793E1
8.699595458E0,-4.041595459E-3,6.026467896E0,9.643695831E0,1.137186005E1
8.709547458E0,3.869453430E-1,5.859864349E0,1.017509079E1,1.174820027E1
8.719499458E0,6.644682312E-1,5.579796753E0,1.067789520E1,1.206619641E1
8.729452458E0,7.155120850E-1,5.234165497E0,1.106513992E1,1.226155649E1
8.739404458E0,5.655239868E-1,4.915627899E0,1.136496643E1,1.239538934E1
8.749356458E0,3.691323853E-1,4.581223297E0,1.139834702E1,1.229008463E1
8.759308458E0,2.606080627E-1,4.304748230E0,1.112666199E1,1.193320497E1
8.769261458E0,1.880090332E-1,4.241878967E0,1.067250641E1,1.148613415E1
8.779213458E0,1.163081360E-1,4.426295471E0,1.018721558E1,1.110787920E1
8.789165458E0,1.462458801E-1,4.736300812E0,9.810598755E0,1.089503470E1
8.799118458E0,3.490740967E-1,4.934039612E0,9.537566528E0,1.074391804E1
8.809070458E0,6.334826660E-1,5.009333038E0,9.433233490E0,1.069956129E1
8.819022458E0,8.168513489E-1,5.089416504E0,9.485325165E0,1.079540643E1
8.828974458E0,8.560697937E-1,5.080435181E0,9.589957581E0,1.088627409E1
8.838927458E0,8.509803772E-1,4.853207703E0,9.696236572E0,1.087634113E1
8.848879458E0,8.617579651E-1,4.516108704E0,9.707762604E0,1.074143935E1
8.858831458E0,8.491841125E-1,4.235442352E0,9.683063965E0,1.060291532E1
8.868784458E0,8.071215820E-1,4.085304565E0,9.655820618E0,1.051551380E1
8.878736458E0,7.966433716E-1,3.987557831E0,9.528435516E0,1.035984274E1
8.888688458E0,8.202941895E-1,3.935915222E0,9.277407532E0,1.011111278E1
8.898640458E0,8.593629456E-1,3.993994446E0,8.867260437E0,9.763134945E0
8.908593458E0,8.252339172E-1,4.150419159E0,8.330776062E0,9.343918879E0
8.918545458E0,7.427554321E-1,4.285887451E0,7.820936279E0,8.949165389E0
8.928497458E0,6.078858948E-1,4.347110138E0,7.419620819E0,8.620769392E0
8.938449458E0,4.779560852E-1,4.348457336E0,7.128775635E0,8.364028053E0
8.948402458E0,3.282673645E-1,4.328249359E0,6.941964111E0,8.187329705E0
8.958354458E0,1.374142456E-1,4.302652588E0,6.828350372E0,8.072054929E0
8.968306458E0,-3.487747192E-2,4.262236633E0,6.753356323E0,7.985968895E0
8.978259458E0,-6.556365967E-2,4.233047333E0,6.700216827E0,7.925647850E0
8.988211458E0,-2.305206299E-2,4.248016205E0,6.636150055E0,7.879381995E0
8.998163458E0,3.308120728E-2,4.293671265E0,6.577771454E0,7.855175656E0
9.008115458E0,1.095721436E-1,4.350103912E0,6.527476044E0,7.844957209E0
9.018068458E0,2.029779053E-1,4.383334808E0,6.555767212E0,7.888783671E0
9.028020458E0,2.088157654E-1,4.411176910E0,6.616091766E0,7.954543106E0
9.037972458E0,1.933978271E-1,4.408183136E0,6.696474609E0,8.019492096E0
9.047925458E0,1.939965820E-1,4.370461578E0,6.699767761E0,8.001590913E0
9.057877458E0,1.947450256E-1,4.364923096E0,6.733597412E0,8.026942965E0
9.067829458E0,1.384620667E-1,4.415517883E0,6.827601929E0,8.132165641E0
9.077781458E0,8.038284302E-2,4.433031464E0,6.927144928E0,8.224570883E0
9.087734458E0,5.448669434E-2,4.391567688E0,7.009024658E0,8.271351898E0
9.097686458E0,2.005828857E-2,4.426744537E0,7.091802521E0,8.360031850E0
9.107638458E0,-2.050735474E-2,4.521347809E0,7.177574158E0,8.482958054E0
9.117590458E0,-7.409591675E-2,4.610262909E0,7.263794861E0,8.603646324E0
9.127543458E0,-8.666976929E-2,4.702770538E0,7.381300507E0,8.752551602E0
9.137495458E0,-9.280700684E-2,4.833598480E0,7.534731445E0,8.952344127E0
9.147447458E0,-1.083746338E-1,4.975802765E0,7.777077484E0,9.233270949E0
9.157400458E0,-1.607656860E-1,5.122048645E0,8.025261383E0,9.521872095E0
9.167352458E0,-2.327659607E-1,5.251230011E0,8.221652985E0,9.758338712E0
9.177304458E0,-2.968327332E-1,5.388793945E0,8.366401978E0,9.956098227E0
9.187256458E0,-3.867956543E-1,5.566624146E0,8.502469025E0,1.016999974E1
9.197209458E0,-4.110452271E-1,5.746999054E0,8.709638214E0,1.044292843E1
9.207161458E0,-4.191284180E-1,5.844296722E0,8.916358337E0,1.066925109E1
9.217113458E0,-4.549040222E-1,5.873336334E0,9.160500641E0,1.089117943E1
9.227066458E0,-4.611909485E-1,5.914051666E0,9.415570221E0,1.112841708E1
9.237018458E0,-4.120930481E-1,5.951324158E0,9.668993225E0,1.136122836E1
9.246970458E0,-2.739303589E-1,5.979166260E0,9.930649109E0,1.159496696E1
9.256922458E0,-1.188528442E-1,6.037095795E0,1.019185593E1,1.184628967E1
9.266875458E0,2.439926147E-2,6.081403656E0,1.042312500E1,1.206754327E1
9.276827458E0,6.526428223E-2,6.110143890E0,1.056473053E1,1.220457492E1
9.286779708E0,2.454895020E-2,6.195017395E0,1.051189041E1,1.220158527E1
9.296732708E0,-1.004411316E-1,6.254593506E0,1.004261627E1,1.183149060E1
9.306684708E0,-2.315684509E-1,6.140979767E0,9.365574188E0,1.120175148E1
9.316636708E0,-3.103047180E-1,5.925428009E0,8.847052460E0,1.065257355E1
9.326588708E0,-3.263214111E-1,5.877078552E0,8.570577393E0,1.039717918E1
9.336541708E0,-3.046165466E-1,5.914500732E0,8.503965912E0,1.036298926E1
9.346493708E0,-2.433938599E-1,5.859714661E0,8.668473816E0,1.046603720E1
9.356445708E0,-2.806663513E-1,5.654491425E0,9.234895935E0,1.083214428E1
9.366398708E0,-4.099974060E-1,5.331463165E0,1.011087433E1,1.143776102E1
9.376350708E0,-6.457571411E-1,4.963228912E0,1.088626190E1,1.198170863E1
9.386302708E0,-9.590556335E-1,4.597988434E0,1.142888351E1,1.235640173E1
9.396254708E0,-1.212029572E0,4.263434143E0,1.160446838E1,1.242214043E1
9.406207708E0,-1.362466736E0,4.037104797E0,1.141211838E1,1.218158350E1
9.416159708E0,-1.384770355E0,4.019740906E0,1.089674011E1,1.169678806E1
9.426111708E0,-1.393003235E0,4.188739471E0,1.022972717E1,1.114151311E1
9.436063708E0,-1.422342224E0,4.429289246E0,9.632618866E0,1.069714947E1
9.446016708E0,-1.347497864E0,4.648283844E0,9.170679474E0,1.036936137E1
9.455968708E0,-1.185983734E0,4.774321747E0,8.902437286E0,1.017123863E1
9.465920708E0,-1.013692017E0,4.762496338E0,8.856782227E0,1.010700422E1
9.475873708E0,-7.671546936E-1,4.636608124E0,9.068591766E0,1.021401086E1
9.485825708E0,-4.634362793E-1,4.453239441E0,9.410031738E0,1.042088346E1
9.495777708E0,-2.877017212E-1,4.274960175E0,9.746531982E0,1.064673389E1
9.505729708E0,-2.460882568E-1,4.140390015E0,1.000414627E1,1.082988142E1
9.515682708E0,-2.772235107E-1,4.018393707E0,1.008333160E1,1.085808073E1
9.525634708E0,-3.290158081E-1,3.885619812E0,9.914183350E0,1.065351229E1
9.535586708E0,-3.359014893E-1,3.790118408E0,9.469607849E0,1.020545443E1
9.545538708E0,-3.212319946E-1,3.802093506E0,8.808133392E0,9.599079064E0
9.555491708E0,-3.188369751E-1,3.867806854E0,8.098309479E0,8.980211762E0
9.565443708E0,-3.225791931E-1,3.926784210E0,7.514074402E0,8.484397780E0
9.575395708E0,-3.242257690E-1,3.968547363E0,7.075636139E0,8.119058892E0
9.585348708E0,-3.417393494E-1,3.959865417E0,6.816075897E0,7.890260486E0
9.595300708E0,-4.400848389E-1,3.932023315E0,6.858587494E0,7.917998764E0
9.605252708E0,-5.643264771E-1,3.895648956E0,7.214846649E0,8.218792937E0
9.615204708E0,-6.267466736E-1,3.813619537E0,7.602091370E0,8.528088799E0
9.625157708E0,-6.515950012E-1,3.650309143E0,7.835905151E0,8.668952787E0
9.635109708E0,-6.762936401E-1,3.521427155E0,7.956254883E0,8.726959038E0
9.645061708E0,-7.080276489E-1,3.488645325E0,7.927664337E0,8.690213530E0
9.655014708E0,-6.762936401E-1,3.486998749E0,7.759713593E0,8.534031193E0
9.664966708E0,-5.863307190E-1,3.523822174E0,7.472610626E0,8.282573030E0
9.674918708E0,-4.999603271E-1,3.608845367E0,7.119644623E0,7.997691215E0
9.684870708E0,-4.611909485E-1,3.725153503E0,6.806795197E0,7.773154222E0
9.694823708E0,-4.403842163E-1,3.836372223E0,6.570287018E0,7.621047276E0
9.704775708E0,-4.312532043E-1,3.929179230E0,6.456523590E0,7.570411192E0
9.714727708E0,-3.980223083E-1,4.034859467E0,6.458918610E0,7.626017459E0
9.724679708E0,-3.921844482E-1,4.117637329E0,6.462211761E0,7.672608857E0
9.734632708E0,-4.489164734E-1,4.128265228E0,6.433770905E0,7.657513163E0
9.744584708E0,-4.899311829E-1,4.125570831E0,6.391558685E0,7.623148278E0
9.754536708E0,-5.203179932E-1,4.196223907E0,6.467600555E0,7.727152311E0
9.764489708E0,-5.465135193E-1,4.347708893E0,6.650520172E0,7.964337273E0
9.774441708E0,-5.535488892E-1,4.512067108E0,6.947203217E0,8.302336930E0
9.784393708E0,-5.822891235E-1,4.707261200E0,7.214397583E0,8.633938911E0
9.794345708E0,-6.554869080E-1,4.922363892E0,7.456893311E0,8.959050575E0
9.804298708E0,-7.203021240E-1,5.073549500E0,7.666158142E0,9.221156128E0
9.814250708E0,-7.108717346E-1,5.178630981E0,7.864645386E0,9.443315335E0
9.824202708E0,-6.256988525E-1,5.297184448E0,8.067772980E0,9.671640139E0
9.834155708E0,-5.619314575E-1,5.425916748E0,8.256081390E0,9.895414061E0
9.844107708E0,-4.441264343E-1,5.527405701E0,8.402776337E0,1.006757728E1
9.854059708E0,-2.604583740E-1,5.642815704E0,8.572223969E0,1.026607186E1
9.864011708E0,-5.673202515E-2,5.771398315E0,8.753197632E0,1.048478544E1
9.873964708E0,8.771759033E-2,5.831573181E0,8.822952576E0,1.057636196E1
9.883916708E0,1.525328064E-1,5.848338318E0,8.818761292E0,1.058285775E1
9.893868708E0,1.332229614E-1,5.858217773E0,8.809929657E0,1.058070529E1
9.903821708E0,3.143463135E-2,5.854475555E0,8.909173279E0,1.066063979E1
9.913773708E0,-4.056564331E-2,5.799839172E0,9.166488190E0,1.084731698E1
9.923725708E0,-1.272354126E-1,5.736670532E0,9.595496063E0,1.118030064E1
