"Time (s)"	"Acceleration x (m/s^2)"	"Acceleration y (m/s^2)"	"Acceleration z (m/s^2)"	"Absolute acceleration (m/s^2)"
6.573623208E0	-7.319778442E-2	8.976982269E0	1.272354126E-1	8.978182301E0
6.583594208E0	-9.699829102E-2	9.213041382E0	-1.451980591E-1	9.214696015E0
6.593566208E0	-5.269042969E-2	9.451645203E0	-3.730242920E-1	9.459150091E0
6.603538208E0	5.987548828E-3	9.784852295E0	-5.394781494E-1	9.799714637E0
6.613510208E0	1.552272034E-1	1.008333160E1	-4.510121155E-1	1.009460666E1
6.623481208E0	2.758763123E-1	1.028017227E1	-2.456391907E-1	1.028680652E1
6.633453208E0	3.727249146E-1	1.052551208E1	1.826202393E-2	1.053212524E1
6.643425208E0	4.773573303E-1	1.068493057E1	2.917433167E-1	1.069956660E1
6.653397208E0	4.926255798E-1	1.070229446E1	4.058061218E-1	1.072130894E1
6.663368208E0	3.809577942E-1	1.071546707E1	5.291496277E-1	1.073528587E1
6.673340208E0	3.617976379E-1	1.069930069E1	7.905061340E-1	1.073456253E1
6.683312208E0	3.882925415E-1	1.062176193E1	9.675878906E-1	1.067280769E1
6.693284208E0	4.125421143E-1	1.053464310E1	9.767189026E-1	1.058786456E1
6.703255208E0	4.462220764E-1	1.052685928E1	8.312214661E-1	1.056904961E1
6.713227208E0	3.549119568E-1	1.051233948E1	4.276606750E-1	1.052701940E1
6.723199208E0	1.739382935E-1	1.045351181E1	8.607101440E-2	1.045531310E1
6.733170208E0	6.721023560E-2	1.043120819E1	2.336640930E-1	1.043404142E1
6.743142208E0	-1.306782532E-1	1.050560349E1	7.704478455E-1	1.053462725E1
6.753114208E0	-2.583627319E-1	1.061652283E1	1.172212372E0	1.068416539E1
6.763086208E0	-1.600172424E-1	1.067729645E1	1.383572845E0	1.076775458E1
6.773057208E0	9.849517822E-2	1.087787933E1	1.643282776E0	1.100174252E1
6.783029208E0	5.005590820E-1	1.107831253E1	1.963766327E0	1.126214660E1
6.793001208E0	1.021775208E0	1.119147720E1	2.170785828E0	1.144576331E1
6.802973208E0	1.415456543E0	1.115136063E1	2.035167847E0	1.142358390E1
6.812944208E0	1.607956238E0	1.100541412E1	1.542841644E0	1.122875878E1
6.822916208E0	1.384620667E0	1.073672287E1	7.529342651E-1	1.085178798E1
6.832888208E0	8.756790161E-1	1.045485901E1	-3.525169373E-1	1.049738819E1
6.842860208E0	3.912863159E-1	1.031355286E1	-1.492396545E0	1.042831362E1
6.852831208E0	8.891510010E-2	1.024155258E1	-2.083367615E0	1.045168531E1
6.862803208E0	3.083587646E-2	1.025801834E1	-1.917512512E0	1.043574364E1
6.872775208E0	2.595602417E-1	1.041100021E1	-7.695497131E-1	1.044262916E1
6.882746208E0	7.762857056E-1	1.047521667E1	1.269510040E0	1.058037994E1
6.892718208E0	1.284927979E0	1.039408539E1	3.284619598E0	1.097619136E1
6.902690208E0	1.523980865E0	1.015039215E1	4.644691315E0	1.126615000E1
6.912662208E0	1.592687988E0	9.681866455E0	5.143903198E0	1.107857993E1
6.922633208E0	1.277742920E0	9.105864258E0	4.362079010E0	1.017728471E1
6.932605208E0	5.836363220E-1	8.791817322E0	2.701582031E0	9.216031068E0
6.942577208E0	9.834548950E-2	8.644224243E0	9.571096802E-1	8.697605621E0
6.952549208E0	-1.552272034E-1	8.553213501E0	-2.903961182E-1	8.559549438E0
6.962520208E0	-2.888992310E-1	8.532257080E0	-1.053060150E0	8.601849181E0
6.972492208E0	-4.703219604E-1	8.596772919E0	-1.405277710E0	8.723560787E0
6.982464208E0	-4.778063965E-1	8.679251404E0	-1.172062683E0	8.771056653E0
6.992436208E0	-7.394622803E-2	8.815617828E0	-2.806663513E-1	8.820394512E0
7.002407208E0	3.261717224E-1	8.898545380E0	7.746391296E-1	8.938152138E0
7.012379208E0	6.161187744E-1	9.005423126E0	1.624721375E0	9.171530274E0
7.022351208E0	8.762777710E-1	9.091494141E0	1.903142395E0	9.329795251E0
7.032323208E0	1.014889526E0	9.140891418E0	1.514550476E0	9.320931274E0
7.042294208E0	1.011746063E0	9.135053558E0	6.878196716E-1	9.216611607E0
7.052266208E0	9.177415466E-1	9.134604492E0	-1.043330383E-1	9.181183701E0
7.062238208E0	8.626560974E-1	9.097631378E0	-5.318440247E-1	9.153902463E0
7.072209208E0	8.370593262E-1	9.111103363E0	-5.231620789E-1	9.164418769E0
7.082181208E0	6.941065979E-1	9.065148926E0	-3.053649902E-1	9.096810254E0
7.092153208E0	5.089416504E-1	8.874894562E0	-1.170565796E-1	8.890246191E0
7.102125208E0	3.372486877E-1	8.710236969E0	1.387614441E-1	8.717867828E0
7.112096208E0	2.621049500E-1	8.692424011E0	4.972659302E-1	8.710580210E0
7.122068208E0	3.861968994E-2	8.669521637E0	6.792874146E-1	8.696178947E0
7.132040208E0	-1.862127686E-1	8.590635681E0	6.824308777E-1	8.619710465E0
7.142012208E0	-3.847000122E-1	8.585845642E0	7.107220459E-1	8.623796456E0
7.151983208E0	-4.887336731E-1	8.684041443E0	7.343728638E-1	8.728730715E0
7.161955208E0	-4.254153442E-1	8.803642731E0	8.045768738E-1	8.850561987E0
7.171927208E0	-2.794688416E-1	8.923842773E0	7.948471069E-1	8.963529138E0
7.181899208E0	-1.178050232E-1	9.072184296E0	5.951623535E-1	9.092448743E0
7.191870208E0	-1.811233521E-2	9.250912628E0	2.853067017E-1	9.255328866E0
7.201842208E0	-2.993774414E-2	9.379046173E0	-3.876937866E-2	9.379174081E0
7.211814208E0	3.981719971E-2	9.556576996E0	-1.811233521E-1	9.558376167E0
7.221787000E0	1.025367737E-1	9.717043304E0	-3.966751099E-2	9.717665248E0
7.231758000E0	1.841171265E-1	9.857601013E0	7.978408813E-2	9.859643115E0
7.241730000E0	2.665956116E-1	1.000220032E1	3.667373657E-2	1.000581978E1
7.251702000E0	3.763174438E-1	1.014275803E1	1.556762695E-2	1.014974864E1
7.261674000E0	3.498225403E-1	1.022388931E1	5.688171387E-2	1.023003050E1
7.271645000E0	3.077600098E-1	1.031549881E1	1.728904724E-1	1.032153685E1
7.281617000E0	3.335064697E-1	1.038495438E1	3.770658875E-1	1.039714781E1
7.291589000E0	3.737727356E-1	1.046009811E1	6.251000977E-1	1.048542363E1
7.301561000E0	4.553530884E-1	1.062206131E1	9.592053223E-1	1.067499919E1
7.311532000E0	4.502636719E-1	1.081051941E1	1.109343109E0	1.087661296E1
7.321504000E0	3.758683777E-1	1.091350525E1	1.157842255E0	1.098118721E1
7.331476000E0	2.760260010E-1	1.098430801E1	1.258882141E0	1.105965629E1
7.341448000E0	1.788780212E-1	1.106738525E1	1.280437317E0	1.114264481E1
7.351419000E0	1.465452576E-1	1.109043732E1	1.254541168E0	1.116213013E1
7.361391000E0	1.878593445E-1	1.116138977E1	1.288670197E0	1.123710744E1
7.371363000E0	1.582209778E-1	1.115809662E1	1.414558411E0	1.124851677E1
7.381334000E0	-7.334747314E-3	1.106169708E1	1.482517090E0	1.116060272E1
7.391306000E0	-1.936972046E-1	1.090781708E1	1.434766388E0	1.100347884E1
7.401278000E0	-3.537144470E-1	1.073777069E1	1.265618134E0	1.081788439E1
7.411250000E0	-6.414161682E-1	1.058523788E1	9.190887451E-1	1.064440698E1
7.421221000E0	-1.057999878E0	1.048300049E1	3.390449524E-1	1.054170833E1
7.431193000E0	-1.515149231E0	1.044378204E1	-3.827540588E-1	1.056005498E1
7.441165000E0	-1.651365967E0	1.047865952E1	-8.198451233E-1	1.063961751E1
7.451137000E0	-1.287023621E0	1.064885559E1	-3.014730835E-1	1.073058438E1
7.461108000E0	-4.282594299E-1	1.098011673E1	1.204994202E0	1.105433764E1
7.471080000E0	4.855902100E-1	1.122665405E1	2.894081726E0	1.160384713E1
7.481052000E0	1.014590149E0	1.123832977E1	4.010160828E0	1.197542647E1
7.491024000E0	1.025367737E0	1.091664871E1	4.248165894E0	1.175889075E1
7.500995000E0	5.159770203E-1	1.042162811E1	3.774850159E0	1.109621821E1
7.510967000E0	-3.369493103E-1	9.959389343E0	2.922522583E0	1.038480184E1
7.520939000E0	-9.472302246E-1	9.529932404E0	2.192191315E0	9.824589532E0
7.530911000E0	-1.134341125E0	9.276808777E0	1.944306793E0	9.546006483E0
7.540882000E0	-9.517208862E-1	9.156608734E0	2.026934967E0	9.426437371E0
7.550854000E0	-6.429130554E-1	9.103768616E0	2.062710571E0	9.356640161E0
7.560826000E0	-3.697311401E-1	9.037606201E0	1.844464417E0	9.231309547E0
7.570798000E0	-2.336640930E-1	8.991502075E0	1.547781372E0	9.126737405E0
7.580769000E0	-7.259902954E-2	8.900491333E0	1.392554169E0	9.009063420E0
7.590741000E0	4.715194702E-2	8.815318451E0	1.364562378E0	8.920431222E0
7.600713000E0	7.634124756E-3	8.717871094E0	1.350192261E0	8.821811256E0
7.610685000E0	-7.035369873E-2	8.535699921E0	1.246158600E0	8.626472862E0
7.620656000E0	-1.225950623E-1	8.376281433E0	1.287921753E0	8.475603969E0
7.630628000E0	-2.630030823E-1	8.260122986E0	1.314566345E0	8.368206919E0
7.640600000E0	-3.376977539E-1	8.203091583E0	1.273551636E0	8.308229960E0
7.650572000E0	-3.201841736E-1	8.221952362E0	1.258732452E0	8.323906891E0
7.660543000E0	-2.656974792E-1	8.255782013E0	1.201251984E0	8.346947833E0
7.670515000E0	-1.794767761E-1	8.335266724E0	1.126108246E0	8.412906932E0
7.680487000E0	-7.948471069E-2	8.426277466E0	1.104104004E0	8.498677274E0
7.690459000E0	3.787124634E-2	8.495283966E0	1.067280579E0	8.562147612E0
7.700430000E0	1.713935852E-1	8.593479767E0	1.113235016E0	8.666981162E0
7.710402000E0	3.017724609E-1	8.693771210E0	1.120569763E0	8.770883710E0
7.720374000E0	2.481838989E-1	8.728648682E0	9.788145447E-1	8.786864115E0
7.730346000E0	7.723937988E-2	8.685238953E0	7.271878052E-1	8.715970611E0
7.740317000E0	-2.007325745E-1	8.638985138E0	4.523593140E-1	8.653148949E0
7.750289000E0	-4.761598206E-1	8.597221985E0	2.924917603E-1	8.615364500E0
7.760261000E0	-6.731501770E-1	8.605305176E0	2.835104370E-1	8.636248404E0
7.770233000E0	-7.123686218E-1	8.679700470E0	3.653901672E-1	8.716546293E0
7.780204000E0	-6.150709534E-1	8.876092072E0	4.920268250E-1	8.910971504E0
7.790176000E0	-5.343887329E-1	9.168583832E0	6.120771790E-1	9.204517330E0
7.800148000E0	-4.318519592E-1	9.429491272E0	6.683601379E-1	9.463007294E0
7.810120000E0	-2.564167786E-1	9.612859955E0	6.237528992E-1	9.636487625E0
7.820091000E0	-2.731819153E-1	9.733958130E0	5.171745300E-1	9.751514689E0
7.830063000E0	-3.571572876E-1	9.804461517E0	3.589535522E-1	9.817528947E0
7.840035000E0	-4.299060059E-1	9.784253540E0	1.986369324E-1	9.795707894E0
7.850007000E0	-4.897814941E-1	9.768685913E0	1.320254517E-1	9.781847530E0
7.859978000E0	-4.328997803E-1	9.778864746E0	1.739382935E-1	9.789987358E0
7.869950000E0	-2.390528870E-1	9.832303619E0	3.290158081E-1	9.840710957E0
7.879922000E0	2.320175171E-2	9.921518097E0	4.721182251E-1	9.932771783E0
7.889894000E0	1.953437805E-1	9.962083740E0	4.595443726E-1	9.974590351E0
7.899865000E0	1.094224548E-1	9.874964905E0	1.071771240E-1	9.876152696E0
7.909837000E0	-7.244934082E-2	9.773026886E0	-3.800596619E-1	9.780682429E0
7.919809000E0	-3.041674805E-1	9.871671753E0	-6.471043396E-1	9.897533283E0
7.929781000E0	-4.575984192E-1	1.013751892E1	-3.878434753E-1	1.015525030E1
7.939752000E0	-4.296066284E-1	1.051533325E1	2.598596191E-1	1.052731316E1
7.949724000E0	-1.649569702E-1	1.096933914E1	1.249900818E0	1.104155171E1
7.959696000E0	1.965412903E-1	1.137349869E1	2.288291473E0	1.160307626E1
7.969668000E0	6.661148071E-1	1.165191971E1	2.970872040E0	1.204313176E1
7.979639000E0	1.260977783E0	1.188034470E1	3.432811432E0	1.243048066E1
7.989611000E0	1.861977997E0	1.202165085E1	3.959266663E0	1.279307796E1
7.999583000E0	2.240690460E0	1.198467773E1	4.148922272E0	1.287892659E1
8.009555000E0	2.232307892E0	1.169592819E1	3.734733582E0	1.247902920E1
8.019527000E0	1.899998932E0	1.121048767E1	3.030448151E0	1.176727011E1
8.029498000E0	1.306034088E0	1.070409073E1	2.139201508E0	1.099361026E1
8.039470000E0	5.846841431E-1	1.021146515E1	1.121168518E0	1.028945552E1
8.049442000E0	2.829116821E-2	9.925410004E0	4.074526978E-1	9.933810036E0
8.059414000E0	-3.571572876E-1	9.905950470E0	-1.466949463E-2	9.912397855E0
8.069385000E0	-5.893244934E-1	1.000220032E1	3.667373657E-2	1.001961374E1
8.079357000E0	-2.429447937E-1	1.009889923E1	9.271719360E-1	1.014428093E1
8.089329000E0	4.270619202E-1	1.032373169E1	2.543211365E0	1.064094648E1
8.099301000E0	1.052461395E0	1.060215271E1	4.047283630E0	1.139709708E1
8.109272000E0	1.557361450E0	1.061667252E1	5.049599304E0	1.185907092E1
8.119244000E0	1.792821808E0	1.029529083E1	5.347928925E0	1.173914678E1
8.129216000E0	1.786385193E0	9.926158447E0	5.105732574E0	1.130434866E1
8.139188000E0	1.444196777E0	9.592053223E0	4.306694183E0	1.061323721E1
8.149159000E0	1.051114197E0	9.330846405E0	3.278332672E0	9.945702630E0
8.159131000E0	7.527845764E-1	9.103768616E0	2.371668091E0	9.437695543E0
8.169103000E0	5.484594727E-1	8.898844757E0	1.755549316E0	9.086924629E0
8.179075000E0	3.818559265E-1	8.718170471E0	1.336720276E0	8.828314188E0
8.189046000E0	3.357518005E-1	8.585396576E0	1.119072876E0	8.664530440E0
8.199018000E0	3.547622681E-1	8.486602020E0	1.052162018E0	8.558931886E0
8.208990000E0	4.243675232E-1	8.426427155E0	1.068927155E0	8.504549820E0
8.218961583E0	5.559439087E-1	8.480165405E0	1.283880157E0	8.594802336E0
8.228932583E0	4.962181091E-1	8.533304901E0	1.428180084E0	8.666211589E0
8.238904583E0	3.520678711E-1	8.516539764E0	1.350791016E0	8.630181789E0
8.248876583E0	3.257226562E-1	8.519533539E0	1.338965607E0	8.630259316E0
8.258848583E0	4.117936707E-1	8.589438171E0	1.562600555E0	8.740122575E0
8.268820583E0	5.575904846E-1	8.704548798E0	1.788331146E0	8.903830929E0
8.278791583E0	6.646179199E-1	8.784931641E0	1.919608154E0	9.016742005E0
8.288763583E0	5.995033264E-1	8.839268646E0	1.887125702E0	9.058328646E0
8.298735583E0	4.382885742E-1	8.815468140E0	1.656156006E0	8.980391312E0
8.308707583E0	2.390528870E-1	8.830736389E0	1.379680939E0	8.941060952E0
8.318678583E0	9.145980835E-2	8.853189697E0	1.101110229E0	8.921870681E0
8.328650583E0	1.206491089E-1	8.919950867E0	1.066981201E0	8.984349089E0
8.338622583E0	2.887495422E-1	9.127569122E0	1.368454285E0	9.234097764E0
8.348594583E0	4.766088867E-1	9.400002594E0	1.760489044E0	9.575308166E0
8.358565583E0	4.658312988E-1	9.502689056E0	1.798509979E0	9.682599664E0
8.368537583E0	3.611988831E-1	9.507479095E0	1.495090942E0	9.631091335E0
8.378509583E0	3.086581421E-1	9.527088318E0	1.310524750E0	9.621754351E0
8.388481583E0	2.938389587E-1	9.618548126E0	1.351539459E0	9.717482611E0
8.398452583E0	3.146456909E-1	9.772727509E0	1.470541992E0	9.887754984E0
8.408424583E0	3.487747192E-1	9.839937744E0	1.547032928E0	9.966911733E0
8.418396583E0	5.346881104E-1	9.774972839E0	1.484313354E0	9.901473199E0
8.428368583E0	6.807843018E-1	9.846074982E0	1.366658020E0	9.963755013E0
8.438339583E0	6.987469482E-1	9.980046387E0	1.221609650E0	1.007878481E1
8.448311583E0	6.863227844E-1	1.000938538E1	1.087937622E0	1.009170168E1
8.458283583E0	7.021897888E-1	1.004471191E1	9.487271118E-1	1.011382178E1
8.468255583E0	7.050338745E-1	1.015652939E1	9.476792908E-1	1.022498205E1
8.478227583E0	6.453080750E-1	1.024709106E1	1.059496765E0	1.032191025E1
8.488198583E0	5.040019226E-1	1.025951523E1	1.118623810E0	1.033261777E1
8.498170583E0	3.201841736E-1	1.019410126E1	1.183289337E0	1.026754070E1
8.508142583E0	1.869612122E-1	1.008692413E1	1.387614441E0	1.018363721E1
8.518114583E0	1.962419128E-1	1.009336075E1	1.689237213E0	1.023562233E1
8.528085583E0	1.815724182E-1	1.009755203E1	1.831291809E0	1.026387623E1
8.538057583E0	1.359173584E-1	1.014006363E1	1.687590637E0	1.028043414E1
8.548029583E0	1.046324158E-1	1.025098297E1	1.344504089E0	1.033930806E1
8.558001583E0	1.588197327E-1	1.044078827E1	9.026229858E-1	1.048093563E1
8.567972583E0	2.863545227E-1	1.065319656E1	5.861810303E-1	1.067315343E1
8.577944583E0	4.607418823E-1	1.084869003E1	4.885839844E-1	1.086945596E1
8.587916583E0	5.176235962E-1	1.103954315E1	5.451663208E-1	1.106510974E1
8.597888583E0	3.409909058E-1	1.103684875E1	6.825805664E-1	1.106319219E1
8.607860583E0	3.667373657E-2	1.090167984E1	7.418572998E-1	1.092695386E1
8.617831583E0	-3.103047180E-1	1.062789917E1	9.596543884E-1	1.067564829E1
8.627803583E0	-5.887257385E-1	1.028720764E1	1.382225647E0	1.039633526E1
8.637775583E0	-9.857002258E-1	9.931547241E0	1.714384918E0	1.012651723E1
8.647747583E0	-1.532213745E0	9.602232056E0	1.416354675E0	9.826321793E0
8.657718583E0	-1.940115509E0	9.471703491E0	6.113287354E-1	9.687669381E0
8.667690583E0	-1.827399902E0	9.619446259E0	1.077758789E-1	9.792075999E0
8.677662583E0	-1.055904236E0	1.001073257E1	4.177812195E-1	1.007493134E1
8.687634583E0	-1.698966980E-1	1.053404434E1	1.495540009E0	1.064103355E1
8.697605583E0	5.086422729E-1	1.076336746E1	2.446512451E0	1.104962530E1
8.707577583E0	8.530760193E-1	1.063987427E1	2.800975342E0	1.103540330E1
8.717549583E0	8.250842285E-1	1.046458878E1	2.609972534E0	1.081666949E1
8.727521583E0	6.007008362E-1	1.022748184E1	2.132914581E0	1.046477668E1
8.737493583E0	2.137554932E-1	9.949659576E0	1.612147522E0	1.008168819E1
8.747464583E0	-1.646575928E-1	9.715995483E0	1.389859772E0	9.816281910E0
8.757436583E0	-3.823049927E-1	9.584419098E0	1.606010284E0	9.725559911E0
8.767408583E0	-3.755690002E-1	9.419013062E0	2.070494385E0	9.651207496E0
8.777380583E0	-1.478924561E-1	9.135951691E0	2.465971985E0	9.464063784E0
8.787351583E0	2.633024597E-1	8.994495850E0	2.849474487E0	9.438738720E0
8.797323583E0	4.954696655E-1	8.984616394E0	2.947221222E0	9.468628986E0
8.807295583E0	5.010081482E-1	8.771160278E0	2.595303040E0	9.160778333E0
8.817267583E0	4.589456177E-1	8.434809723E0	2.095791779E0	8.703389531E0
8.827239583E0	4.700225830E-1	8.178243256E0	1.780397644E0	8.382982748E0
8.837210583E0	5.773493958E-1	8.011040955E0	1.372046814E0	8.148166785E0
8.847182583E0	4.334985352E-1	7.961943054E0	1.005309448E0	8.036859167E0
8.857154583E0	2.344125366E-1	7.783963165E0	5.164260864E-1	7.804596575E0
8.867126583E0	2.103126526E-1	7.629484406E0	1.869612122E-1	7.634672108E0
8.877097583E0	1.103205872E-1	7.657176819E0	1.362167358E-1	7.659182885E0
8.887069583E0	3.472778320E-2	7.799830170E0	2.682421875E-1	7.804518599E0
8.897041583E0	1.763333130E-1	7.916138306E0	6.132746887E-1	7.941816225E0
8.907013583E0	2.477348328E-1	8.077353058E0	1.167572021E0	8.165061506E0
8.916984583E0	-2.589614868E-2	8.110434265E0	1.444945221E0	8.238184343E0
8.926956583E0	-3.963757324E-1	7.939040680E0	1.296454010E0	8.053960122E0
8.936928583E0	-7.494914246E-1	7.836952972E0	1.041683807E0	7.941326995E0
8.946900583E0	-7.584727478E-1	7.986042938E0	8.869056702E-1	8.070858962E0
8.956872583E0	-6.475534058E-1	8.244555359E0	7.831713867E-1	8.306947448E0
8.966843583E0	-5.140310669E-1	8.607999573E0	5.406756592E-1	8.640267053E0
8.976815583E0	-4.695735168E-1	8.954978027E0	2.411485291E-1	8.970523027E0
8.986787583E0	-3.912863159E-1	9.113797760E0	1.872605896E-1	9.124115361E0
8.996759583E0	-9.011260986E-2	9.257947998E0	3.209326172E-1	9.263947278E0
9.006730583E0	1.899549866E-1	9.667945404E0	4.855902100E-1	9.681996131E0
9.016702583E0	4.381388855E-1	1.010907806E1	4.920268250E-1	1.013052394E1
9.026674583E0	6.010002136E-1	1.027912445E1	2.427951050E-1	1.029954126E1
9.036646583E0	5.927673340E-1	1.040246796E1	-9.580078125E-2	1.041978361E1
9.046617583E0	5.001100159E-1	1.061742096E1	-2.031275940E-1	1.063113346E1
9.056589583E0	5.526507568E-1	1.076396622E1	6.780899048E-2	1.077835746E1
9.066561583E0	7.110214233E-1	1.090557175E1	5.575904846E-1	1.094294082E1
9.076533583E0	7.475454712E-1	1.104448288E1	7.626640320E-1	1.109599399E1
9.086505583E0	7.661068726E-1	1.116138977E1	6.237528992E-1	1.120502606E1
9.096476583E0	7.370672607E-1	1.123952728E1	1.881587219E-1	1.126524058E1
9.106448583E0	7.668553162E-1	1.127171036E1	-1.580712891E-1	1.129887198E1
9.116420583E0	9.943821716E-1	1.138532410E1	2.095642090E-3	1.142866594E1
9.126392583E0	1.134640503E0	1.152094208E1	5.257067871E-1	1.158861006E1
9.136363583E0	9.044192505E-1	1.152588181E1	9.398954773E-1	1.159945383E1
9.146335583E0	7.074288940E-1	1.140568176E1	1.219214630E0	1.149245476E1
9.156307583E0	4.984634399E-1	1.124521545E1	1.542991333E0	1.136152097E1
9.166279583E0	4.090992737E-1	1.119222565E1	2.102378082E0	1.139531793E1
9.176251583E0	4.438270569E-1	1.117546051E1	2.584375763E0	1.147897635E1
9.186222583E0	6.773414612E-1	1.115585129E1	2.560575256E0	1.146596507E1
9.196194583E0	1.071771240E0	1.113294891E1	2.079924774E0	1.137617388E1
9.206166583E0	1.406026154E0	1.108085724E1	1.549877014E0	1.127672051E1
9.216139083E0	1.888622589E0	1.105481140E1	1.592388611E0	1.132746450E1
9.226110083E0	2.464175720E0	1.091305618E1	1.885030060E0	1.134549671E1
9.236082083E0	2.623145142E0	1.053823563E1	1.928140411E0	1.102964306E1
9.246054083E0	2.071991272E0	1.003558090E1	1.259929962E0	1.032441066E1
9.256026083E0	7.833210754E-1	9.511371002E0	-1.528321838E-1	9.544795856E0
9.265998083E0	-4.758604431E-1	9.193731537E0	-1.775607605E0	9.375709312E0
9.275969083E0	-1.538800049E0	9.155560913E0	-2.637814636E0	9.651438612E0
9.285941083E0	-1.645378418E0	9.296118622E0	-2.225721588E0	9.699429270E0
9.295913083E0	-1.510808258E0	9.626481628E0	-6.417155457E-1	9.765423134E0
9.305885083E0	-6.039939880E-1	1.003168900E1	2.097138977E0	1.026633258E1
9.315856083E0	3.526666260E-1	1.034633469E1	4.991819458E0	1.149300991E1
9.325828083E0	9.861492920E-1	1.049737061E1	7.176376648E0	1.275412333E1
9.335800083E0	1.479373627E0	1.033840118E1	8.199798431E0	1.327809398E1
9.345772083E0	1.406325531E0	1.016131943E1	7.675289154E0	1.281172227E1
9.355744083E0	8.017327881E-1	9.949659576E0	5.747148743E0	1.151816912E1
9.365715083E0	2.035766602E-1	9.723629608E0	3.495081940E0	1.033469951E1
9.375687083E0	-2.257305908E-1	9.634714508E0	1.581760712E0	9.766301495E0
9.385659083E0	-3.987707520E-1	9.545949097E0	5.098397827E-1	9.567868042E0
9.395631083E0	6.511459351E-2	9.402996368E0	1.451980591E-1	9.404342778E0
9.405602083E0	5.397775269E-1	9.327852631E0	3.356021118E-1	9.349482513E0
9.415574083E0	9.867480469E-1	9.242979126E0	8.833131409E-1	9.337375270E0
9.425546083E0	1.315464478E0	9.197773132E0	1.278042297E0	9.378852249E0
9.435518083E0	1.350491638E0	9.114396515E0	1.344803467E0	9.311527687E0
9.445490083E0	1.316512299E0	8.969497833E0	1.141526184E0	9.137186550E0
9.455461083E0	1.161135406E0	8.833730164E0	8.512797546E-1	8.950290568E0
9.465433083E0	1.055305481E0	8.777147827E0	4.960684204E-1	8.854268887E0
9.475405083E0	1.045875092E0	8.666976929E0	2.968327332E-1	8.734898595E0
9.485377083E0	9.265731812E-1	8.514743500E0	2.142045593E-1	8.567688038E0
9.495348083E0	7.237449646E-1	8.338709564E0	1.050814819E-1	8.370718373E0
9.505320083E0	5.554948425E-1	8.188571777E0	1.146615601E-1	8.208192831E0
9.515292083E0	4.540058899E-1	8.083190918E0	2.653981018E-1	8.100279805E0
9.525264083E0	4.396357727E-1	8.056097260E0	4.971162415E-1	8.083384639E0
9.535236083E0	4.457730103E-1	8.077951813E0	6.277944946E-1	8.114563759E0
9.545207083E0	4.194277954E-1	8.161328430E0	5.712121582E-1	8.192037888E0
9.555179083E0	4.525090027E-1	8.286019135E0	3.423381042E-1	8.305424304E0
9.565151083E0	4.797523499E-1	8.442443848E0	1.657054138E-1	8.457687552E0
9.575123083E0	4.694238281E-1	8.556955719E0	7.065307617E-2	8.570113288E0
9.585095083E0	5.016069031E-1	8.655301208E0	1.493893433E-1	8.671110983E0
9.595066083E0	4.550537109E-1	8.758287048E0	3.246748352E-1	8.776108457E0
9.605038083E0	5.301974487E-1	8.900042267E0	4.791535950E-1	8.928686905E0
9.615010083E0	7.053332520E-1	9.081315308E0	7.140151978E-1	9.136607708E0
9.624982083E0	8.107141113E-1	9.264234924E0	9.403445435E-1	9.347061247E0
9.634953083E0	9.728269958E-1	9.440119171E0	1.067280579E0	9.549938752E0
9.644925083E0	1.078058167E0	9.575737152E0	1.155746613E0	9.705292456E0
9.654897083E0	1.091679840E0	9.623487854E0	1.076411591E0	9.744841982E0
9.664869083E0	1.009650421E0	9.594148865E0	8.418493652E-1	9.683790413E0
9.674841083E0	9.199868774E-1	9.610165558E0	6.292913818E-1	9.674588650E0
9.684812083E0	9.006770325E-1	9.684111786E0	5.252577209E-1	9.740078843E0
9.694784083E0	9.946815491E-1	9.794282684E0	5.748046875E-1	9.861428148E0
9.704756083E0	1.119372253E0	9.990075531E0	7.408094788E-1	1.007985129E1
9.714728083E0	1.201551361E0	1.014066238E1	8.556207275E-1	1.024738240E1
9.724699083E0	1.228944397E0	1.019589752E1	8.497828674E-1	1.030479313E1
9.734671083E0	1.116677856E0	1.026834686E1	8.122109985E-1	1.036077234E1
9.744643083E0	8.900491333E-1	1.034289185E1	6.971003723E-1	1.040449653E1
9.754615083E0	6.722520447E-1	1.043824356E1	6.571334839E-1	1.048049025E1
9.764587083E0	5.378315735E-1	1.061307999E1	7.241940308E-1	1.065134670E1
9.774558083E0	3.191363525E-1	1.081096848E1	7.674540710E-1	1.084287200E1
9.784530083E0	7.035369873E-3	1.105076981E1	6.327342224E-1	1.106887146E1
9.794502083E0	-3.855981445E-1	1.131512009E1	5.680686951E-1	1.133593095E1
9.804474083E0	-6.384223938E-1	1.157483002E1	8.244854736E-1	1.162170596E1
9.814446083E0	-6.113287354E-1	1.183424057E1	1.528920593E0	1.194824551E1
9.824417083E0	-2.483335876E-1	1.218196747E1	2.509082336E0	1.244015656E1
9.834389083E0	2.519261169E-1	1.241054214E1	3.352727966E0	1.285790838E1
9.844361083E0	7.435038757E-1	1.232237549E1	3.758833466E0	1.290436224E1
9.854333083E0	9.821076965E-1	1.203108124E1	3.554358673E0	1.258351767E1
9.864304083E0	1.082997894E0	1.167721710E1	2.971620483E0	1.209796727E1
9.874276083E0	1.027014313E0	1.143067978E1	2.316283264E0	1.170813251E1
9.884248083E0	8.220904541E-1	1.115794693E1	1.700014801E0	1.131661004E1
